date,country,continent,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
May 2021,Finland,Europe,87096,288,40182,914,0
May 2021,France,Europe,5295028,24090,547749,104709,195
May 2021,French Guiana,South America,19543,0,9447,101,0
May 2021,French Polynesia,Australia/Oceania,18758,0,20,141,0
May 2021,Gabon,Africa,23075,0,3307,139,0
May 2021,Gambia,Africa,5898,0,367,174,0
May 2021,Georgia,Asia,311457,1147,15870,4130,20
May 2021,Germany,Europe,3412373,20141,316571,83702,160
May 2021,Ghana,Africa,92601,39,1574,779,0
May 2021,Gibraltar,Europe,4283,0,3,94,0
May 2021,Greece,Europe,346422,1389,29471,10453,72
May 2021,Greenland,North America,31,0,0,,
May 2021,Grenada,North America,160,0,1,1,
May 2021,Guadeloupe,North America,14555,0,12115,198,0
May 2021,Guatemala,North America,228477,806,16793,7543,19
May 2021,Guinea Bissau,Africa,3736,2,342,67,0
May 2021,Guinea,Africa,22247,32,2418,144,0
May 2021,Guyana,South America,13404,121,1807,298,2
May 2021,Haiti,North America,13094,0,692,254,0
May 2021,Holy See,Europe,27,0,12,,
May 2021,Honduras,North America,212333,1257,128429,5281,20
May 2021,Hungary,Europe,781299,1951,236572,27701,161
May 2021,Iceland,Europe,6472,0,190,29,0
May 2021,India,Asia,19549656,392562,3349564,218320,4318
May 2021,Indonesia,Asia,1672880,4512,100250,45652,131
May 2021,Iran,Asia,2516157,17080,473003,72090,332
May 2021,Iraq,Asia,1070366,5167,105527,15498,33
May 2021,Ireland,Europe,249437,567,12834,4906,3
May 2021,Isle Of Man,Europe,1589,2,12,29,0
May 2021,Israel,Asia,838481,0,1493,6363,0
May 2021,Italy,Europe,4035165,12961,396879,121116,226
May 2021,Jamaica,North America,45777,199,23845,779,1
May 2021,Japan,Asia,591389,4451,57933,10229,35
May 2021,Jordan,Asia,712077,704,18196,8871,35
May 2021,Kazakhstan,Asia,322695,2877,42522,3196,31
May 2021,Kenya,Africa,160053,735,10610,2744,20
May 2021,Kuwait,Asia,275270,1279,15102,1569,6
May 2021,Kyrgyzstan,Asia,95752,477,4679,1612,8
May 2021,Laos,Asia,821,64,770,0,
May 2021,Latvia,Europe,119370,812,8282,2139,8
May 2021,Lebanon,Asia,527508,930,55546,7302,24
May 2021,Lesotho,Africa,10731,0,4148,316,0
May 2021,Liberia,Africa,2099,0,65,85,0
May 2021,Libya,Africa,177508,0,11288,3029,0
May 2021,Liechtenstein,Europe,2936,10,87,57,0
May 2021,Lithuania,Europe,248731,1411,20144,3938,11
May 2021,Luxembourg,Europe,67397,192,2939,797,1
May 2021,Macedonia,Europe,152581,214,14620,4891,36
May 2021,Madagascar,Africa,37296,282,5368,654,11
May 2021,Malawi,Africa,34095,17,883,1148,0
May 2021,Malaysia,Asia,411594,2881,29631,1521,15
May 2021,Maldives,Asia,30237,402,5230,73,0
May 2021,Mali,Africa,13896,38,4726,485,1
May 2021,Malta,Europe,30307,15,270,415,2
May 2021,Marshall Islands,Australia/Oceania,4,0,0,,
May 2021,Martinique,North America,11253,0,11080,75,0
May 2021,Mauritania,Africa,18429,27,267,455,0
May 2021,Mauritius,Africa,1211,2,106,17,0
May 2021,Mayotte,Africa,19301,0,16167,170,0
May 2021,Mexico,North America,2344755,3821,255353,224488,180
May 2021,Micronesia,Australia/Oceania,1,0,0,,
May 2021,Moldova,Europe,251160,323,4941,5826,14
May 2021,Monaco,Europe,2457,3,56,32,0
May 2021,Mongolia,Asia,37285,1306,16489,115,5
May 2021,Montenegro,Europe,97517,128,2314,1502,7
May 2021,Montserrat,North America,20,0,0,1,
May 2021,Morocco,Africa,511562,313,4405,9026,3
May 2021,Mozambique,Africa,69965,48,2268,814,0
May 2021,Myanmar,Asia,142831,14,7650,3209,0
May 2021,Namibia,Africa,48654,303,1773,643,1
May 2021,Nepal,Asia,328893,5706,43213,3298,19
May 2021,Netherlands,Europe,1502107,5755,221643,17169,21
May 2021,New Caledonia,Australia/Oceania,124,0,66,,
May 2021,New Zealand,Australia/Oceania,2613,0,23,26,0
May 2021,Nicaragua,North America,6898,0,2491,182,0
May 2021,Niger,Africa,5229,1,183,191,0
May 2021,Nigeria,Africa,165110,0,7946,2063,0
May 2021,Norway,Europe,113259,289,23551,756,0
May 2021,Oman,Asia,193253,0,18120,2010,0
May 2021,Pakistan,Asia,825519,4696,90553,17957,146
May 2021,Panama,North America,364844,268,3896,6235,3
May 2021,Papua New Guinea,Australia/Oceania,11119,82,1702,115,8
May 2021,Paraguay,South America,281023,1946,43030,6476,91
May 2021,Peru,South America,1804915,5470,,164724,832
May 2021,Philippines,Asia,1046637,9210,72275,17354,120
May 2021,Poland,Europe,2798621,6473,219839,67924,423
May 2021,Portugal,Europe,836947,454,23494,16976,2
May 2021,Qatar,Asia,206302,650,14766,465,7
May 2021,Reunion,Africa,20381,0,1574,148,0
May 2021,Romania,Europe,1056572,1307,32263,31704,122
May 2021,Russia,Europe,4814558,9270,267455,110520,392
May 2021,Rwanda,Africa,25225,109,1545,335,0
May 2021,Saint Barthelemy,North America,974,0,511,1,
May 2021,Saint Helena,Africa,2,0,0,,
May 2021,Saint Kitts And Nevis,North America,45,1,1,0,
May 2021,Saint Lucia,North America,4560,8,118,74,0
May 2021,Saint Martin,North America,1745,0,332,14,0
May 2021,Saint Pierre And Miquelon,North America,25,0,0,,
May 2021,Saint Vincent And The Grenadines,North America,1864,0,134,11,0
May 2021,Samoa,Australia/Oceania,3,0,1,,
May 2021,San Marino,Europe,5067,1,43,90,0
May 2021,Sao Tome And Principe,Africa,2302,0,26,35,0
May 2021,Saudi Arabia,Asia,418411,1048,9899,6968,11
May 2021,Senegal,Africa,40388,44,169,1109,2
May 2021,Serbia,Europe,690931,1374,45734,6386,24
May 2021,Seychelles,Africa,6137,264,1008,28,0
May 2021,Sierra Leone,Africa,4057,3,902,79,0
May 2021,Singapore,Asia,61179,34,383,31,1
May 2021,Sint Maarten,North America,2230,0,16,27,0
May 2021,Slovakia,Europe,382720,509,7336,11732,48
May 2021,Slovenia,Europe,241310,1018,9641,4258,8
May 2021,Solomon Islands,Australia/Oceania,20,0,0,,
May 2021,Somalia,Africa,13915,0,7355,713,0
May 2021,South Africa,Africa,1582842,1632,21704,54406,56
May 2021,South Korea,Asia,122634,627,8466,1831,3
May 2021,South Sudan,Africa,10583,0,156,115,0
May 2021,Spain,Europe,3536986,4474,252471,78242,26
May 2021,Sri Lanka,Asia,109862,1716,12697,687,9
May 2021,State Of Palestine,Asia,297126,664,19594,3257,8
May 2021,Sudan,Africa,33104,0,3960,2349,0
May 2021,Suriname,South America,10428,65,865,204,0
May 2021,Swaziland,Africa,18458,0,39,671,0
May 2021,Sweden,Europe,983606,5753,170320,14169,16
May 2021,Switzerland,Europe,659974,0,57377,10633,1
May 2021,Syria,Asia,22818,85,4228,1598,6
May 2021,Taiwan,Asia,1132,3,67,12,0
May 2021,Tajikistan,Asia,13308,0,0,90,0
May 2021,Tanzania,Africa,509,0,305,21,0
May 2021,Thailand,Asia,67044,1891,28745,224,21
May 2021,Timor Leste,Asia,2396,120,1236,3,0
May 2021,Togo,Africa,12992,25,1620,123,0
May 2021,Trinidad And Tobago,North America,11072,248,2355,171,2
May 2021,Tunisia,Africa,310734,1615,38374,10808,86
May 2021,Turkey,Asia,4849408,28817,403705,40504,373
May 2021,Turks And Caicos Islands,North America,2390,2,30,17,0
May 2021,Uganda,Africa,41905,39,-99,582,0
May 2021,UK,Europe,4406931,1844,117538,127560,7
May 2021,Ukraine,Europe,2078086,8549,363169,44436,351
May 2021,United Arab Emirates,Asia,521948,1712,17897,1591,4
May 2021,Uruguay,South America,200908,2480,27489,2669,53
May 2021,USA,North America,33122737,50061,6294401,593161,731
May 2021,Uzbekistan,Asia,91250,442,3287,650,1
May 2021,Vanuatu,Australia/Oceania,4,0,0,1,
May 2021,Venezuela,South America,198865,1182,16409,2155,19
May 2021,Viet Nam,Asia,2942,14,359,35,0
May 2021,Wallis And Futuna Islands,Australia/Oceania,444,0,7,7,0
May 2021,Western Sahara,Africa,10,0,1,1,
May 2021,Yemen,Asia,6325,8,2302,1229,3
May 2021,Zambia,Africa,91670,84,407,1251,0
April 2021,Zimbabwe,Africa,38260,3,1072,1568,1
April 2021,Afghanistan,Asia,56572,55,2289,2495,6
April 2021,Albania,Europe,125506,349,31390,2241,6
April 2021,Algeria,Africa,117304,112,32576,3096,3
April 2021,Andorra,Europe,12053,43,573,115,0
April 2021,Angola,Africa,22399,88,1353,538,1
April 2021,Anguilla,North America,25,0,4,,
April 2021,Antigua And Barbuda,North America,1147,11,262,28,0
April 2021,Argentina,South America,2363251,14430,195044,55941,83
April 2021,Armenia,Asia,193736,1097,16522,3533,18
April 2021,Aruba,North America,9503,60,704,86,0
April 2021,Australia,Australia/Oceania,29319,15,163,909,0
April 2021,Austria,Europe,549592,3363,36495,9368,29
April 2021,Azerbaijan,Asia,263961,2248,21383,3593,26
April 2021,Bahamas,North America,9171,52,307,188,0
April 2021,Bahrain,Asia,145380,935,8793,523,2
April 2021,Bangladesh,Asia,617764,6469,63721,9105,59
April 2021,Barbados,North America,3659,7,111,42,0
April 2021,Belarus,Europe,323043,1236,7158,2257,10
April 2021,Belgium,Europe,882453,5611,110159,23016,50
April 2021,Belize,North America,12456,0,49,317,0
April 2021,Benin,Africa,7313,213,768,93,3
April 2021,Bermuda,North America,1292,75,537,12,0
April 2021,Bhutan,Asia,886,13,16,1,0
April 2021,Bolivia,South America,272411,992,38192,12257,18
April 2021,Bosnia And Herzegovina,Europe,171324,1698,33483,6675,76
April 2021,Botswana,Africa,40878,1030,3277,643,25
April 2021,Brazil,South America,12870784,89664,1306126,325559,3673
April 2021,British Virgin Islands,North America,166,13,34,1,0
April 2021,Brunei Darussalam,Asia,213,1,15,3,0
April 2021,Bulgaria,Europe,346327,3694,70919,13313,116
April 2021,Burkina Faso,Africa,12774,57,205,149,3
April 2021,Burundi,Africa,2842,32,2063,6,0
April 2021,Cabo Verde,Africa,17587,117,1078,169,1
April 2021,Cambodia,Asia,2477,37,1223,14,3
April 2021,Cameroon,Africa,57337,9668,4717,851,130
April 2021,Canada,North America,987918,5802,49568,23002,43
April 2021,Caribbean Netherlands,North America,1411,18,273,11,1
April 2021,Cayman Islands,North America,501,1,22,2,0
April 2021,Central African Republic,Africa,5222,61,193,72,5
April 2021,Chad,Africa,4552,19,239,164,0
April 2021,Channel Islands,Europe,4050,1,8,86,0
April 2021,Chile,South America,1003406,7868,43357,23328,193
April 2021,China Hong Kong Sar,Asia,11481,13,168,205,0
April 2021,China Macao Sar,Asia,48,0,0,,
April 2021,China,South America,90217,16,187,4636,0
April 2021,Colombia,South America,2417826,11449,61409,63614,192
April 2021,Comoros,Africa,3704,8,22,146,0
April 2021,Congo,Africa,9681,0,1338,135,0
April 2021,Costa Rica,North America,216764,0,21108,2957,0
April 2021,Cote D Ivoire,Africa,44326,437,3286,247,3
April 2021,Croatia,Europe,274054,2422,12448,5967,20
April 2021,Cuba,North America,76276,1013,4358,425,1
April 2021,Curacao,North America,8834,430,3466,38,3
April 2021,Cyprus,Asia,46173,309,11458,260,4
April 2021,Czech Republic,Europe,1540393,7270,96217,27051,153
April 2021,Democratic Republic Of The Congo,Africa,28199,57,1946,745,2
April 2021,Denmark,Europe,231265,662,9147,2423,4
April 2021,Djibouti,Africa,8180,178,1571,71,1
April 2021,Dominica,North America,164,3,7,,
April 2021,Dominican Republic,North America,253196,469,37048,3330,5
April 2021,Ecuador,South America,330388,1633,22179,26525,29
April 2021,Egypt,Africa,202843,712,35786,12041,46
April 2021,El Salvador,North America,64875,149,1218,2017,3
April 2021,Equatorial Guinea,Africa,7008,94,270,103,1
April 2021,Eritrea,Africa,3308,23,249,10,0
April 2021,Estonia,Europe,107517,1096,23192,908,6
April 2021,Ethiopia,Africa,208961,2372,46635,2890,22
April 2021,Faeroe Islands,Europe,661,0,0,1,0
April 2021,Falkland Islands Malvinas,South America,54,0,0,,
April 2021,Fiji,Australia/Oceania,67,0,1,2,0
April 2021,Finland,Europe,78106,654,31260,846,2
April 2021,France,Europe,4406062,47541,637693,95976,314
April 2021,French Guiana,South America,17132,0,7044,93,0
April 2021,French Polynesia,Australia/Oceania,18633,6,13650,141,0
April 2021,Gabon,Africa,19550,0,2823,118,0
April 2021,Gambia,Africa,5459,0,224,165,0
April 2021,Georgia,Asia,282260,499,4871,3785,7
April 2021,Germany,Europe,2854137,23802,241893,77244,205
April 2021,Ghana,Africa,90583,0,1775,743,0
April 2021,Gibraltar,Europe,4275,1,12,94,0
April 2021,Greece,Europe,267172,3483,31494,8160,67
April 2021,Greenland,North America,31,0,0,,
April 2021,Grenada,North America,155,0,2,1,
April 2021,Guadeloupe,North America,11681,0,9269,170,0
April 2021,Guatemala,North America,194756,358,9932,6860,20
April 2021,Guinea Bissau,Africa,3661,11,616,63,0
April 2021,Guinea,Africa,20083,175,3202,127,2
April 2021,Guyana,South America,10375,126,983,233,2
April 2021,Haiti,North America,12788,26,1411,251,0
April 2021,Holy See,Europe,27,0,12,,
April 2021,Honduras,North America,189043,529,111706,4605,6
April 2021,Hungary,Europe,661721,9288,230161,20995,258
April 2021,Iceland,Europe,6205,0,118,29,0
April 2021,India,Asia,12302110,81441,614646,164580,472
April 2021,Indonesia,Asia,1517854,6142,121222,41054,196
April 2021,Iran,Asia,1897314,11750,208411,62759,94
April 2021,Iraq,Asia,856939,6015,78483,14360,37
April 2021,Ireland,Europe,236600,746,15970,4705,18
April 2021,Isle Of Man,Europe,1570,1,294,29,0
April 2021,Israel,Asia,833456,351,6533,6220,11
April 2021,Italy,Europe,3606635,23634,531240,109888,504
April 2021,Jamaica,North America,39543,306,21219,599,3
April 2021,Japan,Asia,474773,2661,19195,9162,49
April 2021,Jordan,Asia,618059,6482,90621,6940,82
April 2021,Kazakhstan,Asia,246854,1873,23984,2557,14
April 2021,Kenya,Africa,135042,984,7377,2167,14
April 2021,Kuwait,Asia,233521,1418,14329,1319,6
April 2021,Kyrgyzstan,Asia,88538,164,2141,1500,1
April 2021,Laos,Asia,49,0,4,0,
April 2021,Latvia,Europe,103001,638,6987,1913,14
April 2021,Lebanon,Asia,471962,3562,91843,6286,52
April 2021,Lesotho,Africa,10706,0,5920,315,0
April 2021,Liberia,Africa,2042,0,58,85,0
April 2021,Libya,Africa,159980,1023,9436,2680,13
April 2021,Liechtenstein,Europe,2675,5,48,56,0
April 2021,Lithuania,Europe,217055,919,13704,3584,9
April 2021,Luxembourg,Europe,61881,239,3766,749,3
April 2021,Macedonia,Europe,131424,1402,19874,3810,29
April 2021,Madagascar,Africa,24696,270,2968,433,15
April 2021,Malawi,Africa,33584,33,2087,1118,1
April 2021,Malaysia,Asia,346678,1178,14399,1278,6
April 2021,Maldives,Asia,24379,300,3030,67,0
April 2021,Mali,Africa,10199,157,2950,386,1
April 2021,Malta,Europe,29085,52,740,394,2
April 2021,Marshall Islands,Australia/Oceania,4,0,0,,
April 2021,Martinique,North America,8304,0,8155,51,0
April 2021,Mauritania,Africa,17878,31,304,449,0
April 2021,Mauritius,Africa,1039,11,382,12,0
April 2021,Mayotte,Africa,19301,0,16176,161,0
April 2021,Mexico,North America,2238887,5977,248094,217557,293
April 2021,Micronesia,Australia/Oceania,1,0,0,,
April 2021,Moldova,Europe,231756,1515,16846,5003,43
April 2021,Monaco,Europe,2305,17,149,28,0
April 2021,Mongolia,Asia,8841,394,3763,8,0
April 2021,Montenegro,Europe,91573,355,6252,1286,12
April 2021,Montserrat,North America,20,0,0,1,
April 2021,Morocco,Africa,496676,579,4140,8825,7
April 2021,Mozambique,Africa,67729,150,10119,775,0
April 2021,Myanmar,Asia,142466,32,7458,3206,0
April 2021,Namibia,Africa,44374,235,1936,528,5
April 2021,Nepal,Asia,277461,152,1579,3031,1
April 2021,Netherlands,Europe,1280443,7827,184010,16558,21
April 2021,New Caledonia,Australia/Oceania,121,0,63,,
April 2021,New Zealand,Australia/Oceania,2501,4,67,26,0
April 2021,Nicaragua,North America,6677,0,2274,178,0
April 2021,Niger,Africa,5021,20,193,187,1
April 2021,Nigeria,Africa,162997,106,9231,2058,1
April 2021,Norway,Europe,96461,732,15765,673,0
April 2021,Oman,Asia,160018,800,13698,1681,3
April 2021,Pakistan,Asia,672931,4974,53127,14530,96
April 2021,Panama,North America,355499,448,5053,6119,5
April 2021,Papua New Guinea,Australia/Oceania,6112,157,5206,60,0
April 2021,Paraguay,South America,216278,1611,34826,4250,44
April 2021,Peru,South America,1561723,12916,,139060,408
April 2021,Philippines,Asia,756187,8908,138950,13303,6
April 2021,Poland,Europe,2356965,35246,421118,53668,624
April 2021,Portugal,Europe,822314,592,26543,16859,11
April 2021,Qatar,Asia,180804,840,15965,295,4
April 2021,Reunion,Africa,16586,0,1643,115,0
April 2021,Romania,Europe,958918,6115,75667,26846,180
April 2021,Russia,Europe,4554264,9169,278612,99233,383
April 2021,Rwanda,Africa,21918,135,1302,308,1
April 2021,Saint Barthelemy,North America,775,0,312,1,
April 2021,Saint Helena,Africa,2,0,1,,
April 2021,Saint Kitts And Nevis,North America,44,0,0,0,
April 2021,Saint Lucia,North America,4245,7,42,61,1
April 2021,Saint Martin,North America,1659,40,248,12,0
April 2021,Saint Pierre And Miquelon,North America,24,0,0,,
April 2021,Saint Vincent And The Grenadines,North America,1750,2,153,10,0
April 2021,Samoa,Australia/Oceania,3,0,1,,
April 2021,San Marino,Europe,4788,57,522,84,0
April 2021,Sao Tome And Principe,Africa,2232,9,90,34,0
April 2021,Saudi Arabia,Asia,390597,590,5452,6676,7
April 2021,Senegal,Africa,38782,77,294,1054,3
April 2021,Serbia,Europe,605406,4810,93318,5345,37
April 2021,Seychelles,Africa,4135,0,368,22,0
April 2021,Sierra Leone,Africa,3981,1,1088,79,0
April 2021,Singapore,Asia,60407,26,216,30,0
April 2021,Sint Maarten,North America,2151,4,41,27,0
April 2021,Slovakia,Europe,362489,1304,18019,9790,71
April 2021,Slovenia,Europe,216945,1341,13401,4054,7
April 2021,Solomon Islands,Australia/Oceania,19,0,1,,
April 2021,Somalia,Africa,11499,101,6101,537,8
April 2021,South Africa,Africa,1549451,1294,21728,52897,51
April 2021,South Korea,Asia,103639,551,6465,1735,4
April 2021,South Sudan,Africa,10197,29,375,112,0
April 2021,Spain,Europe,3298207,7098,168023,75541,82
April 2021,Sri Lanka,Asia,92917,211,2939,571,3
April 2021,State Of Palestine,Asia,244645,2292,24776,2645,18
April 2021,Sudan,Africa,30233,122,3956,2063,0
April 2021,Suriname,South America,9122,0,347,177,0
April 2021,Swaziland,Africa,18356,7,112,668,1
April 2021,Sweden,Europe,820089,6977,144872,13599,23
April 2021,Switzerland,Europe,603092,1968,44316,10401,13
April 2021,Syria,Asia,19039,130,4910,1274,9
April 2021,Taiwan,Asia,1036,6,43,10,0
April 2021,Tajikistan,Asia,13308,0,0,90,0
April 2021,Tanzania,Africa,509,0,305,21,0
April 2021,Thailand,Asia,28889,26,1247,94,0
April 2021,Timor Leste,Asia,643,39,451,0,
April 2021,Togo,Africa,10654,405,2548,110,1
April 2021,Trinidad And Tobago,North America,8072,46,309,145,3
April 2021,Tunisia,Africa,255308,1290,28537,8843,31
April 2021,Turkey,Asia,3357988,40806,291232,31713,176
April 2021,Turks And Caicos Islands,North America,2337,6,52,17,0
April 2021,Uganda,Africa,40889,22,-133,570,0
April 2021,UK,Europe,4332792,4374,238021,126800,51
April 2021,Ukraine,Europe,1691737,17569,335408,33246,421
April 2021,United Arab Emirates,Asia,463759,2315,14470,1499,2
April 2021,Uruguay,South America,108188,2639,21979,1009,35
April 2021,USA,North America,31219510,76968,6563123,570821,975
April 2021,Uzbekistan,Asia,83050,181,1285,630,1
April 2021,Vanuatu,Australia/Oceania,3,0,2,0,
April 2021,Venezuela,South America,161751,1254,11480,1615,13
April 2021,Viet Nam,Asia,2617,14,223,35,0
April 2021,Wallis And Futuna Islands,Australia/Oceania,409,6,231,4,0
April 2021,Western Sahara,Africa,10,0,1,1,
April 2021,Yemen,Asia,4531,174,1943,906,18
April 2021,Zambia,Africa,88549,131,2639,1212,4
April 2021,Zimbabwe,Africa,36896,14,675,1523,0
March 2021,Afghanistan,Asia,55759,26,3969,2446,2
March 2021,Albania,Europe,107931,764,35702,1816,20
March 2021,Algeria,Africa,113255,163,32034,2987,4
